pathway_id	pathway_name	category
PWY-7208	superpathway of pyrimidine nucleobases salvage	Nucleotide-Biosynthesis
PWY-7209	superpathway of pyrimidine ribonucleosides degradation	NUCLEO-DEG
PWY-721	3-methylquinoline degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Nucleotide-Biosynthesis
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	Nucleotide-Biosynthesis
PWY-7212	baicalein metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7213	wogonin metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	SECONDARY-METABOLITE-DEGRADATION
PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	REACTIVE-OXYGEN-SPECIES-DEGRADATION
PWY-7216	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)	Storage-Compounds-Biosynthesis
PWY-7218	photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	Storage-Compounds-Biosynthesis
PWY-7219	adenosine ribonucleotides de novo biosynthesis	Nucleotide-Biosynthesis
PWY-722	nicotinate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	Nucleotide-Biosynthesis
PWY-7221	guanosine ribonucleotides de novo biosynthesis	Nucleotide-Biosynthesis
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	Nucleotide-Biosynthesis
PWY-7224	purine deoxyribonucleosides salvage	Nucleotide-Biosynthesis
PWY-7226	guanosine deoxyribonucleotides de novo biosynthesis I	Nucleotide-Biosynthesis
PWY-7227	adenosine deoxyribonucleotides de novo biosynthesis I	Nucleotide-Biosynthesis
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	Nucleotide-Biosynthesis
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	Nucleotide-Biosynthesis
PWY-723	alkylnitronates degradation	Other-Degradation
PWY-7230	ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	Cofactor-Biosynthesis
PWY-7232	gibberellin biosynthesis V	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7234	inosine-5'-phosphate biosynthesis III	Nucleotide-Biosynthesis
PWY-7235	superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	Cofactor-Biosynthesis
PWY-7236	mycocyclosin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7237	myo-, chiro- and scyllo-inositol degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-7238	sucrose biosynthesis II	Carbohydrates-Biosynthesis
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	Amino-Acid-Biosynthesis
PWY-7241	myo-inositol degradation II	SECONDARY-METABOLITE-DEGRADATION
PWY-7242	D-fructuronate degradation	CARBOXYLATES-DEG
PWY-7245	superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	Cofactor-Biosynthesis
PWY-7246	pectin degradation I	Carbohydrates-Degradation
PWY-7246	pectin degradation I	Glycan-Degradation
PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	CARBOXYLATES-DEG
PWY-7248	pectin degradation II	Carbohydrates-Degradation
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	Cofactor-Biosynthesis
PWY-7251	pentacyclic triterpene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7252	luteolinidin 5-O-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7253	apigeninidin 5-O-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7254	TCA cycle VII (acetate-producers)	TCA-VARIANTS
PWY-7255	ergothioneine biosynthesis I (bacteria)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7256	cyanidin diglucoside biosynthesis (acyl-glucose dependent)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7259	pelargonidin diglucoside biosynthesis (acyl-glucose dependent)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7259	pelargonidin diglucoside biosynthesis (acyl-glucose dependent)	Other-biosynthesis
PWY-7260	delphinidin diglucoside biosynthesis (acyl-glucose dependent)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7261	anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7261	anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)	Other-biosynthesis
PWY-7262	rose anthocyanin biosynthesis II (via cyanidin 3-O-&beta;-D-glucoside)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7262	rose anthocyanin biosynthesis II (via cyanidin 3-O-&beta;-D-glucoside)	Other-biosynthesis
PWY-7265	lampranthin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7267	anthocyanin biosynthesis (pelargonidin 3-O-glucoside)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7268	cytosolic NADPH production (yeast)	Cofactor-Biosynthesis
PWY-7269	mitochondrial NADPH production (yeast)	Cofactor-Biosynthesis
PWY-7270	L-methionine salvage cycle II (plants)	Amino-Acid-Biosynthesis
PWY-7274	D-cycloserine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7274	D-cycloserine biosynthesis	Amino-Acid-Biosynthesis
PWY-7275	L-homophenylalanine biosynthesis	Amino-Acid-Biosynthesis
PWY-7277	sphingolipid biosynthesis (mammals)	Lipid-Biosynthesis
PWY-7279	aerobic respiration II (cytochrome c) (yeast)	Respiration
PWY-7279	aerobic respiration II (cytochrome c) (yeast)	Electron-Transfer
PWY-7280	ternatin C3 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	Cofactor-Biosynthesis
PWY-7283	wybutosine biosynthesis	Nucleic-Acid-Processing
PWY-7285	methylwyosine biosynthesis	Nucleic-Acid-Processing
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	Nucleic-Acid-Processing
PWY-7287	novobiocin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7288	fatty acid &beta;-oxidation VII (yeast peroxisome)	Fatty-Acid-and-Lipid-Degradation
PWY-7289	L-cysteine biosynthesis V (mycobacteria)	Amino-Acid-Biosynthesis
PWY-7290	Escherichia coli serotype O:86 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-7291	oleate &beta;-oxidation (isomerase-dependent, yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7292	oleate &beta;-oxidation (thioesterase-dependent, yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7294	D-xylose degradation IV	Carbohydrates-Degradation
PWY-7295	L-arabinose degradation IV	Carbohydrates-Degradation
PWY-7297	octopamine biosynthesis	Polyamine-Biosynthesis
PWY-7298	nevadensin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7299	progesterone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7300	ecdysone and 20-hydroxyecdysone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7301	dTDP-4-O-demethyl-&beta;-L-noviose biosynthesis	Carbohydrates-Biosynthesis
PWY-7303	4-hydroxy-3-prenylbenzoate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7304	3-amino-4,7-dihydroxy-coumarin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7305	superpathway of steroid hormone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7306	estradiol biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7307	oleate &beta;-oxidation (reductase-dependent, yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7308	acrylonitrile degradation I	Other-Degradation
PWY-7309	acrylonitrile degradation II	Other-Degradation
PWY-7310	D-glucosaminate degradation	CARBOXYLATES-DEG
PWY-7312	dTDP-&beta;-D-fucofuranose biosynthesis	Carbohydrates-Biosynthesis
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7316	dTDP-N-acetylviosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7317	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	Carbohydrates-Biosynthesis
PWY-7318	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	Carbohydrates-Biosynthesis
PWY-7321	ecdysteroid metabolism (arthropods)	Activation
PWY-7321	ecdysteroid metabolism (arthropods)	Inactivation
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates-Biosynthesis
PWY-7325	salvigenin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Carbohydrates-Biosynthesis
PWY-7330	UDP-N-acetyl-&beta;-L-fucosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7331	UDP-N-acetyl-&beta;-L-quinovosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	Carbohydrates-Biosynthesis
PWY-7333	UDP-N-acetyl-&alpha;-D-fucosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7334	UDP-N-acetyl-&alpha;-D-quinovosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7335	UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis	Carbohydrates-Biosynthesis
PWY-7336	UDP-N-acetyl-&alpha;-D-galactosaminuronate biosynthesis	Carbohydrates-Biosynthesis
PWY-7337	10-cis-heptadecenoyl-CoA degradation (yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7338	10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7339	10-trans-heptadecenoyl-CoA degradation (MFE-dependent, yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7340	9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7341	superpathway of hyoscyamine (atropine) and scopolamine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7342	superpathway of nicotine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7343	UDP-&alpha;-D-glucose biosynthesis	Carbohydrates-Biosynthesis
PWY-7344	UDP-&alpha;-D-galactose biosynthesis	Carbohydrates-Biosynthesis
PWY-7345	superpathway of anaerobic sucrose degradation	Carbohydrates-Degradation
PWY-7346	UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	Carbohydrates-Biosynthesis
PWY-7347	sucrose biosynthesis III	Carbohydrates-Biosynthesis
PWY-735	jasmonic acid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7351	pyruvate fermentation to opines	Fermentation
PWY-7352	daunorubicin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7354	aclacinomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7355	doxorubicin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7356	thiamine diphosphate salvage IV (yeast)	Cofactor-Biosynthesis
PWY-7357	thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Cofactor-Biosynthesis
PWY-7363	papaverine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7366	phosphatidylglycerol degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7367	phosphatidylcholine resynthesis via glycerophosphocholine	Fatty-Acid-and-Lipid-Degradation
PWY-7369	thiamine triphosphate metabolism	Interconversion
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	Cofactor-Biosynthesis
PWY-7372	demethylmenaquinol-6 biosynthesis II	Cofactor-Biosynthesis
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	Cofactor-Biosynthesis
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	Cofactor-Biosynthesis
PWY-7375	mRNA capping I	Nucleic-Acid-Processing
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	Cofactor-Biosynthesis
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	Cofactor-Biosynthesis
PWY-7378	aminopropanol phosphate biosynthesis II	Cofactor-Biosynthesis
PWY-7379	mRNA capping II	Nucleic-Acid-Processing
PWY-7380	biotin biosynthesis from 8-amino-7-oxononanoate II	Cofactor-Biosynthesis
PWY-7382	lipoate biosynthesis and incorporation IV (yeast)	Cofactor-Biosynthesis
PWY-7383	anaerobic energy metabolism (invertebrates, cytosol)	Fermentation
PWY-7384	anaerobic energy metabolism (invertebrates, mitochondrial)	Fermentation
PWY-7385	1,3-propanediol biosynthesis (engineered)	Fermentation
PWY-7387	hypotaurine degradation	Noncarbon-Nutrients
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	Lipid-Biosynthesis
PWY-7389	superpathway of anaerobic energy metabolism (invertebrates)	Fermentation
PWY-7391	isoprene biosynthesis II (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7392	taxadiene biosynthesis (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7393	&beta;-carotene biosynthesis (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7394	urate conversion to allantoin II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7395	D-galactosamine and N-acetyl-D-galactosamine degradation	Carbohydrates-Degradation
PWY-7396	butanol and isobutanol biosynthesis (engineered)	Fermentation
PWY-7397	naringenin biosynthesis (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7398	coumarins biosynthesis (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7399	methylphosphonate degradation II	Noncarbon-Nutrients
PWY-7400	L-arginine biosynthesis IV (archaea)	Amino-Acid-Biosynthesis
PWY-7401	crotonate fermentation (to acetate and cyclohexane carboxylate)	Fermentation
PWY-7402	benzoate fermentation (to acetate and cyclohexane carboxylate)	Fermentation
PWY-7403	tetramethylpyrazine degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7404	ceramide phosphoethanolamine biosynthesis	Lipid-Biosynthesis
PWY-7405	aurachin RE biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7407	aurachin A, B, C and D biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7409	phospholipid remodeling (phosphatidylethanolamine, yeast)	Lipid-Biosynthesis
PWY-741	p-cymene degradation to p-cumate	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7410	ipsdienol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7411	phosphatidate biosynthesis (yeast)	Lipid-Biosynthesis
PWY-7412	mycinamicin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7413	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	Carbohydrates-Biosynthesis
PWY-7414	dTDP-&alpha;-D-mycaminose biosynthesis	Carbohydrates-Biosynthesis
PWY-7415	tylosin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7416	phospholipid remodeling (phosphatidylcholine, yeast)	Lipid-Biosynthesis
PWY-7417	phospholipid remodeling (phosphatidate, yeast)	Lipid-Biosynthesis
PWY-7419	FR-900098 and FR-33289 antibiotics biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7419	FR-900098 and FR-33289 antibiotics biosynthesis	Noncarbon-Nutrients
PWY-7420	monoacylglycerol metabolism (yeast)	Lipid-Biosynthesis
PWY-7421	narbomycin, pikromycin and novapikromycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7422	methymycin, neomethymycin and novamethymycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7423	bombykol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7424	sterol:steryl ester interconversion (yeast)	Lipid-Biosynthesis
PWY-7425	2-chloroacrylate degradation I	CHLORINATED-COMPOUNDS-DEG
PWY-7426	complex N-linked glycan biosynthesis (vertebrates)	Glycan-Biosynthesis
PWY-7428	2-chloroacrylate degradation II	CHLORINATED-COMPOUNDS-DEG
PWY-7429	arsenite to oxygen electron transfer (via azurin)	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-7429	arsenite to oxygen electron transfer (via azurin)	Respiration
PWY-7429	arsenite to oxygen electron transfer (via azurin)	Electron-Transfer
PWY-7429	arsenite to oxygen electron transfer (via azurin)	Arsenic-Detoxification
PWY-743	thiocyanate degradation II	Other-Degradation
PWY-7430	indole degradation to anthranil and anthranilate	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7431	aromatic biogenic amine degradation (bacteria)	AMINE-DEG
PWY-7432	L-phenylalanine biosynthesis III (cytosolic, plants)	Amino-Acid-Biosynthesis
PWY-7433	mucin core 1 and core 2 O-glycosylation	Glycan-Biosynthesis
PWY-7434	terminal O-glycans residues modification (via type 2 precursor disaccharide)	Glycan-Biosynthesis
PWY-7435	mucin core 3 and core 4 O-glycosylation	Glycan-Biosynthesis
PWY-7436	vitamin E biosynthesis (tocotrienols)	Cofactor-Biosynthesis
PWY-7437	protein O-[N-acetyl]-glucosylation	Glycan-Biosynthesis
PWY-7438	superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis	Carbohydrates-Biosynthesis
PWY-7439	dTDP-&beta;-L-evernitrose biosynthesis	Carbohydrates-Biosynthesis
PWY-7440	dTDP-&beta;-L-4-epi-vancosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7441	polymyxin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7442	drosopterin and aurodrosopterin biosynthesis	Other-biosynthesis
PWY-7443	(4S)-carvone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7444	luteolin triglucuronide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7445	luteolin triglucuronide degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-7446	sulfoquinovose degradation I	SECONDARY-METABOLITE-DEGRADATION
PWY-7447	2-aminoethylphosphonate degradation III	Noncarbon-Nutrients
PWY-7448	galloylated catechin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7449	acylated cyanidin galactoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7450	anthocyanidin modification (Arabidopsis)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7452	cyanidin dimalonylglucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7455	allopregnanolone biosynthesis	Lipid-Biosynthesis
PWY-7456	&beta;-(1,4)-mannan degradation	Carbohydrates-Degradation
PWY-7457	sulfite oxidation V (SoeABC)	Noncarbon-Nutrients
PWY-7457	sulfite oxidation V (SoeABC)	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-7458	violdelphin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7459	kojibiose degradation	Carbohydrates-Degradation
PWY-7460	2-O-acetyl-3-O-trans-coutarate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7461	hydroxycinnamate sugar acid ester biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7462	3,3'-disulfanediyldipropannoate degradation	Noncarbon-Nutrients
PWY-7463	N-methylanthraniloyl-&beta;-D-glucopyranose biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7464	cyanidin 3,7-diglucoside polyacylation biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7465	3,3'-thiodipropanoate degradation	Noncarbon-Nutrients
PWY-7466	acetone degradation III (to propane-1,2-diol)	Fatty-Acid-and-Lipid-Degradation
PWY-7467	UDP-2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactose biosynthesis	Carbohydrates-Biosynthesis
PWY-7468	benzoyl-&beta;-D-glucopyranose biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7469	gentisate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7470	phosphatidylcholine biosynthesis VII	Lipid-Biosynthesis
PWY-7471	D-carnitine degradation I	AMINE-DEG
PWY-7472	D-carnitine degradation II	AMINE-DEG
PWY-7473	avenacin A-1 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7474	avenacin A-2 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7475	des-methyl avenacin A-1 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7476	superpathway of avenacin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7477	momilactone A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7478	oryzalexin D and E biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7480	2,3-dihydroxybenzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7481	oryzalide A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7482	cyclooctatin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7483	elloramycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7484	phytocassanes biosynthesis, shared reactions	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7485	tetracenomycin C biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7487	(+)-secoisolariciresinol diglucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7487	(+)-secoisolariciresinol diglucoside biosynthesis	Other-biosynthesis
PWY-7489	oryzalexin A, B, and C biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7490	patulin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7491	podophyllotoxin glucosides metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7491	podophyllotoxin glucosides metabolism	Other-biosynthesis
PWY-7492	paspaline biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7493	paxilline and diprenylpaxilline biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7494	choline degradation IV	AMINE-DEG
PWY-7495	gossypetin metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7496	linuron degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7497	3&beta;-hydroxysesquiterpene lactone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7498	phenylpropanoids methylation (ice plant)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7501	phosphatidylserine biosynthesis I	Lipid-Biosynthesis
PWY-7506	phosphatidylserine biosynthesis II	Lipid-Biosynthesis
PWY-7507	chelerythrine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7509	cardiolipin and phosphatidylethanolamine biosynthesis (Xanthomonas)	Lipid-Biosynthesis
PWY-7510	rhizocticin A and B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7511	protein ubiquitination	Protein-Modification
PWY-7512	3,5,6-trichloro-2-pyridinol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7513	flaviolin dimer and mompain biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7514	L-tyrosine degradation IV (to 4-methylphenol)	Amino-Acid-Degradation
PWY-7515	trans-3-hydroxy-L-proline degradation	Amino-Acid-Degradation
PWY-7516	L-lyxonate degradation	CARBOXYLATES-DEG
PWY-7517	brassicicene C biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7518	atromentin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7520	terrequinone A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7521	3-(4-sulfophenyl)butanoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7522	(R)-canadine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7523	L-arginine degradation XII	Amino-Acid-Degradation
PWY-7524	mevalonate pathway III (Thermoplasma)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7525	fumitremorgin C biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7526	fumitremorgin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7527	L-methionine salvage cycle III	Amino-Acid-Biosynthesis
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	Amino-Acid-Biosynthesis
