pathway_id	pathway_name	category
PWY-7095	3,4-dihydroxymandelonitrile &beta;-D-glucose biosynthesis	Biosynthesis
PWY-7096	triclosan resistance	Detoxification
PWY-7097	vanillin and vanillate degradation I	Degradation
PWY-7098	vanillin and vanillate degradation II	Degradation
PWY-7100	spinosyn biosynthesis	Biosynthesis
PWY-7101	5-deoxystrigol biosynthesis	Biosynthesis
PWY-7102	bisabolene biosynthesis (engineered)	Degradation
PWY-7104	dTDP-&beta;-L-megosamine biosynthesis	Biosynthesis
PWY-7105	olivetol biosynthesis	Biosynthesis
PWY-7106	erythromycin D biosynthesis	Biosynthesis
PWY-7108	erythromycin A biosynthesis	Biosynthesis
PWY-7109	megalomicin A biosynthesis	Biosynthesis
PWY-7110	superpathway of megalomicin A biosynthesis	Super-Pathways
PWY-7110	superpathway of megalomicin A biosynthesis	Biosynthesis
PWY-7111	pyruvate fermentation to isobutanol (engineered)	Energy-Metabolism
PWY-7112	4-hydroxy-2-nonenal detoxification	Detoxification
PWY-7113	furcatin degradation	Degradation
PWY-7114	tea aroma glycosidic precursor bioactivation	Biosynthesis
PWY-7115	C4 photosynthetic carbon assimilation cycle, NAD-ME type	Energy-Metabolism
PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type	Energy-Metabolism
PWY-7118	chitin deacetylation	Degradation
PWY-7119	ceramide and sphingolipid recycling and degradation (yeast)	Degradation
PWY-7120	esterified suberin biosynthesis	Metabolic-Clusters
PWY-7120	esterified suberin biosynthesis	Biosynthesis
PWY-7124	ethene biosynthesis V (engineered)	Super-Pathways
PWY-7124	ethene biosynthesis V (engineered)	Biosynthesis
PWY-7126	ethene biosynthesis IV (engineered)	Biosynthesis
PWY-7127	CDP-D-mannitol biosynthesis	Biosynthesis
PWY-7128	nicotine degradation III (VPP pathway)	Degradation
PWY-7129	quercetin glucoside biosynthesis (Allium)	Biosynthesis
PWY-7130	L-glucose degradation	Degradation
PWY-7131	CMP-legionaminate biosynthesis II	Biosynthesis
PWY-7133	quercetin glucoside degradation (Allium)	Degradation
PWY-7134	rutin degradation (plants)	Degradation
PWY-7135	emetine biosynthesis	Biosynthesis
PWY-7136	&beta; myrcene degradation	Degradation
PWY-7137	quercetin gentiotetraside biosynthesis	Biosynthesis
PWY-7138	noscapine biosynthesis	Biosynthesis
PWY-7139	sesaminol glucoside biosynthesis	Biosynthesis
PWY-7140	myricetin gentiobioside biosynthesis	Biosynthesis
PWY-7141	(3S)-linalool biosynthesis	Biosynthesis
PWY-7142	cyanide detoxification II	Detoxification
PWY-7143	kaempferol gentiobioside biosynthesis	Biosynthesis
PWY-7145	genistin gentiobioside biosynthesis	Biosynthesis
PWY-7147	8-amino-7-oxononanoate biosynthesis II	Biosynthesis
PWY-7149	superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)	Super-Pathways
PWY-7149	superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)	Biosynthesis
PWY-7150	polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)	Biosynthesis
PWY-7151	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	Biosynthesis
PWY-7152	pinolenate and coniferonate biosynthesis	Biosynthesis
PWY-7153	grixazone biosynthesis	Biosynthesis
PWY-7154	ergosterol biosynthesis II	Biosynthesis
PWY-7155	7-dehydroporiferasterol biosynthesis	Biosynthesis
PWY-7156	superpathway of ergosterol biosynthesis II	Super-Pathways
PWY-7156	superpathway of ergosterol biosynthesis II	Biosynthesis
PWY-7157	eupatolitin 3-O-glucoside biosynthesis	Biosynthesis
PWY-7158	L-phenylalanine degradation V	Degradation
PWY-7159	3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	Biosynthesis
PWY-7160	polymethylated myricetin biosynthesis (tomato)	Biosynthesis
PWY-7161	polymethylated quercetin biosynthesis	Biosynthesis
PWY-7163	polymethylated kaempferol biosynthesis	Biosynthesis
PWY-7164	chlorophyll a degradation III	Degradation
PWY-7165	L-ascorbate biosynthesis VIII (engineered pathway)	Biosynthesis
PWY-7166	kaempferide triglycoside biosynthesis	Biosynthesis
PWY-7167	choline degradation III	Degradation
PWY-7168	flavonol acylglucoside biosynthesis I - kaempferol derivatives	Biosynthesis
PWY-7169	hyperxanthone E biosynthesis	Super-Pathways
PWY-7169	hyperxanthone E biosynthesis	Biosynthesis
PWY-7170	phytochromobilin biosynthesis	Biosynthesis
PWY-7171	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives	Biosynthesis
PWY-7172	flavonol acylglucoside biosynthesis III - quercetin derivatives	Biosynthesis
PWY-7173	quercetin triglucoside biosynthesis	Biosynthesis
PWY-7174	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II	Degradation
PWY-7175	nostoxanthin biosynthesis	Biosynthesis
PWY-7176	UTP and CTP de novo biosynthesis	Biosynthesis
PWY-7177	UTP and CTP dephosphorylation II	Degradation
PWY-7178	D-xylose degradation to ethylene glycol (engineered)	Degradation
PWY-7179	purine deoxyribonucleosides degradation I	Degradation
PWY-7179-1	purine deoxyribonucleosides degradation II	Degradation
PWY-7180	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	Degradation
PWY-7181	pyrimidine deoxyribonucleosides degradation	Degradation
PWY-7182	linalool biosynthesis I	Biosynthesis
PWY-7183	pyrimidine nucleobases salvage I	Biosynthesis
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	Metabolic-Clusters
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	Biosynthesis
PWY-7185	UTP and CTP dephosphorylation I	Degradation
PWY-7186	superpathway of scopolin and esculin biosynthesis	Super-Pathways
PWY-7186	superpathway of scopolin and esculin biosynthesis	Biosynthesis
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	Biosynthesis
PWY-7188	orientin and isoorientin biosynthesis I	Biosynthesis
PWY-7189	pinocembrin C-glucosylation	Biosynthesis
PWY-7191	kaempferol diglycoside biosynthesis (pollen-specific)	Biosynthesis
PWY-7192	quercetin diglycoside biosynthesis (pollen-specific)	Biosynthesis
PWY-7193	pyrimidine ribonucleosides salvage I	Biosynthesis
PWY-7194	pyrimidine nucleobases salvage II	Super-Pathways
PWY-7194	pyrimidine nucleobases salvage II	Biosynthesis
PWY-7195	pyrimidine ribonucleosides salvage III	Degradation
PWY-7195	pyrimidine ribonucleosides salvage III	Biosynthesis
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	Super-Pathways
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	Biosynthesis
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	Metabolic-Clusters
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	Biosynthesis
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	Metabolic-Clusters
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	Biosynthesis
PWY-7199	pyrimidine deoxyribonucleosides salvage	Biosynthesis
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	Super-Pathways
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	Biosynthesis
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	Biosynthesis
PWY-7205	CMP phosphorylation	Biosynthesis
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	Metabolic-Clusters
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	Degradation
PWY-7208	superpathway of pyrimidine nucleobases salvage	Super-Pathways
PWY-7208	superpathway of pyrimidine nucleobases salvage	Biosynthesis
PWY-7209	superpathway of pyrimidine ribonucleosides degradation	Degradation
PWY-7209	superpathway of pyrimidine ribonucleosides degradation	Super-Pathways
PWY-721	3-methylquinoline degradation	Degradation
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Metabolic-Clusters
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Biosynthesis
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	Super-Pathways
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	Biosynthesis
PWY-7212	baicalein metabolism	Biosynthesis
PWY-7213	wogonin metabolism	Biosynthesis
PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	Degradation
PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	Detoxification
PWY-7216	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)	Biosynthesis
PWY-7218	photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	Super-Pathways
PWY-7218	photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	Biosynthesis
PWY-7219	adenosine ribonucleotides de novo biosynthesis	Biosynthesis
PWY-722	nicotinate degradation I	Degradation
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	Biosynthesis
PWY-7221	guanosine ribonucleotides de novo biosynthesis	Biosynthesis
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	Biosynthesis
PWY-7224	purine deoxyribonucleosides salvage	Metabolic-Clusters
PWY-7224	purine deoxyribonucleosides salvage	Biosynthesis
PWY-7226	guanosine deoxyribonucleotides de novo biosynthesis I	Biosynthesis
PWY-7227	adenosine deoxyribonucleotides de novo biosynthesis I	Biosynthesis
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	Super-Pathways
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	Biosynthesis
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	Super-Pathways
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	Biosynthesis
PWY-723	alkylnitronates degradation	Degradation
PWY-7230	ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	Biosynthesis
PWY-7232	gibberellin biosynthesis V	Biosynthesis
PWY-7234	inosine-5'-phosphate biosynthesis III	Biosynthesis
PWY-7235	superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	Super-Pathways
PWY-7235	superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	Biosynthesis
PWY-7236	mycocyclosin biosynthesis	Biosynthesis
PWY-7237	myo-, chiro- and scyllo-inositol degradation	Degradation
PWY-7237	myo-, chiro- and scyllo-inositol degradation	Super-Pathways
PWY-7238	sucrose biosynthesis II	Biosynthesis
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	Super-Pathways
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	Biosynthesis
PWY-7241	myo-inositol degradation II	Degradation
PWY-7242	D-fructuronate degradation	Degradation
PWY-7245	superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	Super-Pathways
PWY-7245	superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	Biosynthesis
PWY-7246	pectin degradation I	Glycan-Pathways
PWY-7246	pectin degradation I	Degradation
PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	Degradation
PWY-7248	pectin degradation II	Degradation
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	Biosynthesis
PWY-7251	pentacyclic triterpene biosynthesis	Metabolic-Clusters
PWY-7251	pentacyclic triterpene biosynthesis	Biosynthesis
PWY-7252	luteolinidin 5-O-glucoside biosynthesis	Biosynthesis
PWY-7253	apigeninidin 5-O-glucoside biosynthesis	Biosynthesis
PWY-7254	TCA cycle VII (acetate-producers)	Energy-Metabolism
PWY-7255	ergothioneine biosynthesis I (bacteria)	Biosynthesis
PWY-7256	cyanidin diglucoside biosynthesis (acyl-glucose dependent)	Biosynthesis
PWY-7259	pelargonidin diglucoside biosynthesis (acyl-glucose dependent)	Biosynthesis
PWY-7260	delphinidin diglucoside biosynthesis (acyl-glucose dependent)	Biosynthesis
PWY-7261	anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)	Metabolic-Clusters
PWY-7261	anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)	Biosynthesis
PWY-7262	rose anthocyanin biosynthesis II (via cyanidin 3-O-&beta;-D-glucoside)	Biosynthesis
PWY-7265	lampranthin biosynthesis	Biosynthesis
PWY-7267	anthocyanin biosynthesis (pelargonidin 3-O-glucoside)	Biosynthesis
PWY-7268	cytosolic NADPH production (yeast)	Biosynthesis
PWY-7269	mitochondrial NADPH production (yeast)	Biosynthesis
PWY-7270	L-methionine salvage cycle II (plants)	Super-Pathways
PWY-7270	L-methionine salvage cycle II (plants)	Biosynthesis
PWY-7274	D-cycloserine biosynthesis	Biosynthesis
PWY-7275	L-homophenylalanine biosynthesis	Biosynthesis
PWY-7277	sphingolipid biosynthesis (mammals)	Super-Pathways
PWY-7277	sphingolipid biosynthesis (mammals)	Biosynthesis
PWY-7279	aerobic respiration II (cytochrome c) (yeast)	Energy-Metabolism
PWY-7280	ternatin C3 biosynthesis	Biosynthesis
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	Biosynthesis
PWY-7283	wybutosine biosynthesis	Macromolecule-Modification
PWY-7283	wybutosine biosynthesis	Super-Pathways
PWY-7285	methylwyosine biosynthesis	Macromolecule-Modification
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	Macromolecule-Modification
PWY-7287	novobiocin biosynthesis	Biosynthesis
PWY-7288	fatty acid &beta;-oxidation VII (yeast peroxisome)	Degradation
PWY-7289	L-cysteine biosynthesis V (mycobacteria)	Biosynthesis
PWY-7290	Escherichia coli serotype O:86 O antigen biosynthesis	Biosynthesis
PWY-7291	oleate &beta;-oxidation (isomerase-dependent, yeast)	Degradation
PWY-7292	oleate &beta;-oxidation (thioesterase-dependent, yeast)	Degradation
PWY-7294	D-xylose degradation IV	Degradation
PWY-7295	L-arabinose degradation IV	Degradation
PWY-7297	octopamine biosynthesis	Biosynthesis
PWY-7298	nevadensin biosynthesis	Biosynthesis
PWY-7299	progesterone biosynthesis	Biosynthesis
PWY-7300	ecdysone and 20-hydroxyecdysone biosynthesis	Biosynthesis
PWY-7301	dTDP-4-O-demethyl-&beta;-L-noviose biosynthesis	Biosynthesis
PWY-7303	4-hydroxy-3-prenylbenzoate biosynthesis	Biosynthesis
PWY-7304	3-amino-4,7-dihydroxy-coumarin biosynthesis	Biosynthesis
PWY-7305	superpathway of steroid hormone biosynthesis	Super-Pathways
PWY-7305	superpathway of steroid hormone biosynthesis	Biosynthesis
PWY-7306	estradiol biosynthesis II	Biosynthesis
PWY-7307	oleate &beta;-oxidation (reductase-dependent, yeast)	Degradation
PWY-7308	acrylonitrile degradation I	Degradation
PWY-7309	acrylonitrile degradation II	Degradation
PWY-7310	D-glucosaminate degradation	Degradation
PWY-7312	dTDP-&beta;-D-fucofuranose biosynthesis	Biosynthesis
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	Biosynthesis
PWY-7316	dTDP-N-acetylviosamine biosynthesis	Biosynthesis
PWY-7317	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	Super-Pathways
PWY-7317	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	Biosynthesis
PWY-7318	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	Biosynthesis
PWY-7321	ecdysteroid metabolism (arthropods)	Metabolic-Clusters
PWY-7321	ecdysteroid metabolism (arthropods)	Activation-Inactivation-Interconversion
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Super-Pathways
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Biosynthesis
PWY-7325	salvigenin biosynthesis	Biosynthesis
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Super-Pathways
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Biosynthesis
PWY-7330	UDP-N-acetyl-&beta;-L-fucosamine biosynthesis	Biosynthesis
PWY-7331	UDP-N-acetyl-&beta;-L-quinovosamine biosynthesis	Biosynthesis
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	Super-Pathways
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	Biosynthesis
PWY-7333	UDP-N-acetyl-&alpha;-D-fucosamine biosynthesis	Biosynthesis
PWY-7334	UDP-N-acetyl-&alpha;-D-quinovosamine biosynthesis	Biosynthesis
PWY-7335	UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis	Biosynthesis
PWY-7336	UDP-N-acetyl-&alpha;-D-galactosaminuronate biosynthesis	Biosynthesis
PWY-7337	10-cis-heptadecenoyl-CoA degradation (yeast)	Degradation
PWY-7338	10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	Degradation
PWY-7339	10-trans-heptadecenoyl-CoA degradation (MFE-dependent, yeast)	Degradation
PWY-7340	9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	Degradation
PWY-7341	superpathway of hyoscyamine (atropine) and scopolamine biosynthesis	Super-Pathways
PWY-7341	superpathway of hyoscyamine (atropine) and scopolamine biosynthesis	Biosynthesis
PWY-7342	superpathway of nicotine biosynthesis	Super-Pathways
PWY-7342	superpathway of nicotine biosynthesis	Biosynthesis
PWY-7343	UDP-&alpha;-D-glucose biosynthesis	Biosynthesis
PWY-7344	UDP-&alpha;-D-galactose biosynthesis	Biosynthesis
PWY-7345	superpathway of anaerobic sucrose degradation	Degradation
PWY-7345	superpathway of anaerobic sucrose degradation	Super-Pathways
PWY-7346	UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	Biosynthesis
PWY-7347	sucrose biosynthesis III	Biosynthesis
PWY-735	jasmonic acid biosynthesis	Biosynthesis
PWY-7351	pyruvate fermentation to opines	Energy-Metabolism
PWY-7352	daunorubicin biosynthesis	Biosynthesis
PWY-7354	aclacinomycin biosynthesis	Biosynthesis
PWY-7355	doxorubicin biosynthesis	Biosynthesis
PWY-7356	thiamine diphosphate salvage IV (yeast)	Biosynthesis
PWY-7357	thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Biosynthesis
PWY-7363	papaverine biosynthesis	Biosynthesis
PWY-7366	phosphatidylglycerol degradation	Degradation
PWY-7367	phosphatidylcholine resynthesis via glycerophosphocholine	Degradation
PWY-7369	thiamine triphosphate metabolism	Activation-Inactivation-Interconversion
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	Biosynthesis
PWY-7372	demethylmenaquinol-6 biosynthesis II	Biosynthesis
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	Super-Pathways
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	Biosynthesis
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	Biosynthesis
PWY-7375	mRNA capping I	Macromolecule-Modification
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	Biosynthesis
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	Biosynthesis
PWY-7378	aminopropanol phosphate biosynthesis II	Biosynthesis
PWY-7379	mRNA capping II	Macromolecule-Modification
PWY-7379	mRNA capping II	Super-Pathways
PWY-7380	biotin biosynthesis from 8-amino-7-oxononanoate II	Biosynthesis
PWY-7382	lipoate biosynthesis and incorporation IV (yeast)	Biosynthesis
PWY-7383	anaerobic energy metabolism (invertebrates, cytosol)	Energy-Metabolism
PWY-7384	anaerobic energy metabolism (invertebrates, mitochondrial)	Super-Pathways
PWY-7384	anaerobic energy metabolism (invertebrates, mitochondrial)	Energy-Metabolism
PWY-7385	1,3-propanediol biosynthesis (engineered)	Energy-Metabolism
